Subject_ID	Expected_error	Avg_Qual_Score	Length
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/6913/ccs	0.17	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/6920/ccs	0.17	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7015/ccs	1.2	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7001/ccs	0.45	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7017/ccs	0.6	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7026/ccs	0.46	41	1534
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7037/ccs	0.79	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7046/ccs	0.21	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7058/ccs	0.47	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7067/ccs	0.56	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7074/ccs	0.33	41	1475
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7081/ccs	0.73	41	1476
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7086/ccs	0.17	41	1475
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7146/ccs	0.82	41	1531
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7125/ccs	0.095	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7180/ccs	0.13	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7207/ccs	0.45	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7395/ccs	0.6	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7432/ccs	0.57	41	1487
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7461/ccs	0.83	41	1494
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7474/ccs	0.33	41	1479
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7476/ccs	1.2	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7497/ccs	0.15	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7506/ccs	0.6	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7517/ccs	0.2	41	1490
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7567/ccs	0.097	41	1461
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7624/ccs	0.22	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7650/ccs	0.59	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7656/ccs	0.18	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7680/ccs	0.54	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7690/ccs	1.3	41	1484
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7761/ccs	0.16	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7800/ccs	0.38	41	1484
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7807/ccs	0.52	41	1484
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7852/ccs	1.3	41	1500
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7810/ccs	0.096	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7879/ccs	0.51	41	1479
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7940/ccs	0.16	41	1504
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7947/ccs	0.68	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7968/ccs	0.11	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/7992/ccs	0.83	41	1522
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8001/ccs	0.13	41	1484
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8003/ccs	0.099	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8016/ccs	0.1	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8032/ccs	0.27	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8037/ccs	0.24	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8038/ccs	0.74	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8144/ccs	0.33	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8152/ccs	0.72	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8160/ccs	0.19	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8162/ccs	0.58	41	1462
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8165/ccs	0.74	41	1535
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8170/ccs	0.75	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8171/ccs	0.64	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8190/ccs	1	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8217/ccs	0.11	41	1452
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8236/ccs	0.21	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8238/ccs	1	41	1495
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8252/ccs	0.81	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8253/ccs	0.24	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8262/ccs	0.57	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8269/ccs	0.092	41	1448
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8307/ccs	0.28	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8308/ccs	0.94	41	1500
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8314/ccs	0.42	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8335/ccs	0.098	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8336/ccs	0.8	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8387/ccs	0.6	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8438/ccs	1	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8453/ccs	0.63	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8467/ccs	0.55	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8509/ccs	0.58	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8520/ccs	0.15	41	1461
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8540/ccs	0.18	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8561/ccs	0.52	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8615/ccs	0.53	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8613/ccs	0.16	41	1427
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8625/ccs	0.097	41	1532
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8626/ccs	0.7	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8643/ccs	0.24	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8817/ccs	0.18	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8820/ccs	1.2	41	1464
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8844/ccs	0.8	41	1505
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8914/ccs	0.61	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/8980/ccs	0.6	41	1471
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9015/ccs	0.67	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9054/ccs	0.21	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9101/ccs	0.6	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9173/ccs	0.46	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9184/ccs	0.79	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9188/ccs	0.15	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9189/ccs	0.42	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9204/ccs	1.2	41	1474
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9205/ccs	0.5	41	1495
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9213/ccs	0.84	41	1508
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9217/ccs	0.67	41	1495
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9223/ccs	0.32	41	1533
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9231/ccs	0.93	41	1487
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9257/ccs	0.51	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9317/ccs	0.19	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9322/ccs	1.1	40	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9361/ccs	0.43	41	1495
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9382/ccs	0.93	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9397/ccs	0.44	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9404/ccs	0.7	41	1464
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9425/ccs	0.1	41	1515
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9443/ccs	0.2	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9449/ccs	0.11	41	1518
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9531/ccs	0.37	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9557/ccs	0.099	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9571/ccs	0.53	41	1495
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9580/ccs	0.77	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9583/ccs	0.62	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9591/ccs	0.75	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9612/ccs	0.98	41	1482
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9636/ccs	0.11	41	1521
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9645/ccs	0.76	41	1490
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9660/ccs	0.76	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9720/ccs	0.89	41	1518
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9779/ccs	0.5	41	1517
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9780/ccs	0.18	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9784/ccs	0.13	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9801/ccs	0.093	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9829/ccs	0.7	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9849/ccs	0.8	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9851/ccs	0.47	41	1428
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9886/ccs	1.1	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9909/ccs	0.9	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9913/ccs	0.69	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9915/ccs	0.32	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9933/ccs	1.2	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9974/ccs	0.18	41	1516
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/9977/ccs	0.81	41	1518
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10025/ccs	0.27	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10055/ccs	0.11	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10060/ccs	0.7	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10104/ccs	0.22	41	1534
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10112/ccs	0.31	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10161/ccs	0.099	41	1457
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10185/ccs	0.52	41	1428
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10186/ccs	0.84	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10210/ccs	0.096	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10213/ccs	0.92	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10223/ccs	0.098	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10226/ccs	0.11	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10257/ccs	0.23	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10297/ccs	0.75	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10314/ccs	0.2	41	1508
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10374/ccs	0.15	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10377/ccs	0.24	41	1487
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10386/ccs	0.16	41	1454
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10418/ccs	0.6	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10421/ccs	0.16	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10423/ccs	0.48	41	1491
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10438/ccs	0.098	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10461/ccs	0.33	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10464/ccs	0.46	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10467/ccs	0.1	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10526/ccs	0.51	41	1417
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10512/ccs	0.87	41	1508
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10549/ccs	0.3	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10577/ccs	0.47	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10599/ccs	0.12	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10602/ccs	0.11	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10610/ccs	0.69	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10644/ccs	0.17	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10655/ccs	0.66	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10677/ccs	0.096	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10711/ccs	0.64	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10716/ccs	0.27	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10733/ccs	0.66	41	1451
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10745/ccs	0.095	41	1464
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10746/ccs	0.36	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10747/ccs	0.47	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10750/ccs	0.41	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10758/ccs	0.65	41	1482
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10795/ccs	0.97	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10809/ccs	0.24	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10816/ccs	0.63	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10853/ccs	0.94	41	1464
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10953/ccs	0.093	41	1428
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/10955/ccs	0.18	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11021/ccs	0.5	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11088/ccs	0.16	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11093/ccs	0.096	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11096/ccs	1	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11124/ccs	0.096	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11136/ccs	0.28	41	1493
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11159/ccs	0.46	41	1475
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11164/ccs	0.096	41	1477
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11206/ccs	0.75	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11201/ccs	0.9	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11215/ccs	0.11	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11231/ccs	0.096	41	1506
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11367/ccs	0.36	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11408/ccs	0.12	41	1532
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11412/ccs	0.099	41	1534
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11424/ccs	0.2	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11447/ccs	0.33	41	1484
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11465/ccs	0.11	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11494/ccs	0.3	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11500/ccs	0.093	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11513/ccs	0.097	41	1428
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11561/ccs	0.95	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11564/ccs	0.37	41	1464
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11621/ccs	0.11	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11639/ccs	0.85	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11658/ccs	0.77	41	1521
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11665/ccs	0.67	41	1518
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11675/ccs	0.82	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11691/ccs	0.36	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11765/ccs	0.23	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11790/ccs	0.11	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11796/ccs	0.6	41	1487
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11812/ccs	0.78	41	1514
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11910/ccs	0.1	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11986/ccs	0.6	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/11987/ccs	0.43	41	1427
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/12074/ccs	0.26	41	1484
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/12079/ccs	0.22	41	1534
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/12087/ccs	0.74	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/12215/ccs	0.52	41	1461
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/12226/ccs	0.43	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/12266/ccs	0.74	41	1484
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/12281/ccs	0.92	41	1469
